,symbol,open_alias,close,high,low,preclose,change,chg,volume,amplitude,mktcap,market,date,tag,ma20,dif,dea,macd,macdp,macdn
1970,TPZ,,13.54,,,,,,,,,,,策略3,13.108499999999987,0.09842532005341731,0.04838183410522003,0.050043485948197276,,
1971,FCTR,,35.15,,,,,,,,,,,策略3,34.65099999999997,-0.2556201044943194,-0.34760754844063235,0.09198744394631297,,
1972,MDWD,,3.46,,,,,,,,,,,策略3,3.3664999999999994,-0.08139483400481318,-0.10889981482281742,0.027504980818004246,,
1973,FYT,,52.0,,,,,,,,,,,策略3,50.59049999999995,0.3948670518958579,0.2697753603374754,0.1250916915583825,,
1974,NRT,,10.6,,,,,,,,,,,策略3,9.392500000000004,0.7184411111130071,0.7041297741453236,0.014311336967683497,,
1975,CCOR,,29.95,,,,,,,,,,,策略3,29.690500000000014,-0.05291789633669097,-0.08207079604839314,0.029152899711702165,,
1976,DEW,,48.05,,,,,,,,,,,策略3,47.69749999999999,-0.16552430649119287,-0.24129747752224717,0.0757731710310543,,
1977,GECC,,3.46,,,,,,,,,,,策略3,3.4164999999999965,-0.01398498576243723,-0.017019186691310886,0.003034200928873656,,
1978,EJH,,3.1,,,,,,,,,,,策略3,2.7155000000000067,-0.666213770013858,-0.949440811553534,0.28322704153967604,,
1979,PFFA,,25.19,,,,,,,,,,,策略3,24.91850000000003,-0.013372306837801773,-0.05948799170324724,0.04611568486544547,,
1980,IVAL,,27.33,,,,,,,,,,,策略3,27.1435,-0.3177573418730333,-0.3812812579418031,0.06352391606876984,,
1981,PAWZ,,79.25,,,,,,,,,,,策略3,79.045,-0.9132181608169105,-0.9803928515852566,0.06717469076834603,,
1982,CGA,,10.98,,,,,,,,,,,策略3,9.160499999999997,0.2046294935833881,-0.012193079590812103,0.21682257317420023,,
1983,HAP,,47.72,,,,,,,,,,,策略3,46.037999999999954,0.3768505026579234,0.19965260010655994,0.17719790255136347,,
1984,KERN,,3.01,,,,,,,,,,,策略3,2.8784999999999954,-0.08189875129712654,-0.11925446340152032,0.037355712104393785,,
1985,SMID,,17.9,,,,,,,,,,,策略3,15.355000000000004,-0.04239507340881943,-0.509414752508867,0.4670196791000476,,
1986,IRBO,,43.62,,,,,,,,,,,策略3,42.92799999999998,-0.31828522594963005,-0.4206039248774801,0.10231869892785006,,
1987,OMFS,,41.19,,,,,,,,,,,策略3,40.207499999999996,0.302767025094397,0.2172407475481554,0.08552627754624162,,
1988,DSTL,,42.22,,,,,,,,,,,策略3,41.6015,-0.15318966457903826,-0.22963984593048514,0.07645018135144688,,
1989,PFI,,56.28,,,,,,,,,,,策略3,53.87199999999994,0.628493170411005,0.4037114005040777,0.22478176990692733,,
1990,JHMD,,33.91,,,,,,,,,,,策略3,33.70749999999999,-0.24126357182178282,-0.27855520476611967,0.03729163294433685,,
1991,DRW,,25.45,,,,,,,,,,,策略3,25.262500000000017,-0.28840200615064404,-0.35821935093162044,0.0698173447809764,,
1992,VOC,,5.16,,,,,,,,,,,策略3,4.606499999999999,0.20649750951766244,0.141745871155319,0.06475163836234343,,
1993,VRAR,,8.83,,,,,,,,,,,策略3,7.794499999999995,-0.1803696574348468,-0.34821946716674107,0.16784980973189428,,
1994,EDUC,,10.07,,,,,,,,,,,策略3,9.968,-0.09419338055529813,-0.13161371463136015,0.03742033407606202,,
1995,UK,,1.04,,,,,,,,,,,策略3,0.9145000000000041,-0.03168531208385239,-0.05947913514351725,0.02779382305966486,,
1996,BJUL,,32.08,,,,,,,,,,,策略3,31.810000000000013,-0.040700195015677565,-0.0681699300019889,0.027469734986311334,,
1997,SPVU,,42.4,,,,,,,,,,,策略3,41.64600000000002,0.09656928694631972,0.0014731445948000244,0.0950961423515197,,
1998,ESG,,108.04,,,,,,,,,,,策略3,106.84950000000008,-0.4497279404633616,-0.597580145708374,0.1478522052450124,,
1999,BBUS,,81.19,,,,,,,,,,,策略3,80.33250000000002,-0.38169571823871706,-0.47870000824378744,0.09700429000507038,,
2000,PYZ,,88.8,,,,,,,,,,,策略3,86.39950000000002,-0.3255725893504291,-0.722950545188441,0.39737795583801194,,
2001,COMB,,31.24,,,,,,,,,,,策略3,29.902000000000005,0.5771169061422121,0.472493720776033,0.1046231853661791,,
2002,DDF,,11.2,,,,,,,,,,,策略3,10.995499999999996,0.018101094713134813,-0.0061989091122205036,0.024300003825355316,,
2003,PDEC,,30.94,,,,,,,,,,,策略3,30.79049999999999,0.03267742955957331,0.020085620817714162,0.01259180874185915,,
2004,PRT,,7.0,,,,,,,,,,,策略3,6.644499999999994,0.11631659135589256,0.07707733081085018,0.039239260545042384,,
2005,JMOM,,45.4,,,,,,,,,,,策略3,44.67750000000001,-0.20593513254306828,-0.2862943083888198,0.08035917584575153,,
2006,FLEE,,29.08,,,,,,,,,,,策略3,28.636500000000005,-0.197703463791008,-0.272983330280866,0.07527986648985802,,
2007,GURU,,50.15,,,,,,,,,,,策略3,49.22500000000001,-0.11857364747959309,-0.19661691511377707,0.07804326763418398,,
2008,GRVI,,8.26,,,,,,,,,,,策略3,5.2020000000000035,0.14834471571977037,-0.06914541055893607,0.21749012627870645,,
2009,LGH,,41.67,,,,,,,,,,,策略3,41.08,-0.28589060261086274,-0.35438592846097144,0.0684953258501087,,
2010,HUDI,,6.3,,,,,,,,,,,策略3,4.354000000000001,0.2976396246127706,0.05359854548276891,0.2440410791300017,,
2011,ARAV,,3.81,,,,,,,,,,,策略3,3.7974999999999994,-0.08848532322971048,-0.10896518371506095,0.02047986048535047,,
2012,SGDJ,,42.59,,,,,,,,,,,策略3,38.50900000000003,0.3380279204203447,-0.3537862616535229,0.6918141820738676,,
2013,ISRA,,49.11,,,,,,,,,,,策略3,47.77750000000001,0.05640988307742134,-0.09853149754538956,0.1549413806228109,,
2014,AIKI,,0.88,,,,,,,,,,,策略3,0.8074999999999992,0.018513680251547426,0.009883412787190541,0.008630267464356885,,
2015,CEN,,15.8,,,,,,,,,,,策略3,14.145500000000002,0.6205454984320582,0.4680914074231201,0.1524540910089381,,
2016,DGRE,,28.09,,,,,,,,,,,策略3,28.088499999999982,-0.30458143583451047,-0.34188989835342803,0.03730846251891756,,
2017,RFEM,,68.86,,,,,,,,,,,策略3,67.80899999999994,-0.4962830011106121,-0.7890174060489867,0.29273440493837466,,
2018,MCAD,,10.0,,,,,,,,,,,策略3,9.976999999999995,0.006076558852459613,0.00499470612396839,0.0010818527284912225,,
2019,HNNA,,10.33,,,,,,,,,,,策略3,9.951500000000003,0.06467769556769021,0.026557850993527005,0.0381198445741632,,
2020,VBFC,,51.52,,,,,,,,,,,策略3,49.22099999999999,0.8355930759577177,0.68036618433074,0.15522689162697767,,
2021,DBLV,,96.01,,,,,,,,,,,策略3,94.7165,0.09939052271811022,-0.03768065935725797,0.1370711820753682,,
2022,SRV,,34.79,,,,,,,,,,,策略3,32.18250000000001,1.3103464882137779,1.1650283631162066,0.14531812509757125,,
2023,GPCO,,9.96,,,,,,,,,,,策略3,9.914,0.02509826476519983,0.024878297693811884,0.00021996707138794563,,
2024,IEZ,,15.14,,,,,,,,,,,策略3,13.943500000000009,0.4797564237769638,0.37020283271656657,0.10955359106039725,,
2025,CORR,,4.74,,,,,,,,,,,策略3,4.555999999999991,0.0009208861745415575,-0.035713673204455974,0.03663455937899753,,
2026,GAA,,31.68,,,,,,,,,,,策略3,31.511499999999984,-0.10014851083992582,-0.13932257749344196,0.03917406665351614,,
2027,MOTI,,34.14,,,,,,,,,,,策略3,33.61800000000001,-0.056512826871298216,-0.15112485565458883,0.09461202878329061,,
2028,MKD,,0.42,,,,,,,,,,,策略3,0.34200000000000147,-0.007179385941978977,-0.02280559354427037,0.015626207602291393,,
2029,IGC,,1.5,,,,,,,,,,,策略3,1.4905000000000022,-0.035517711402882624,-0.037362984434341516,0.0018452730314588925,,
2030,LGVN,,4.15,,,,,,,,,,,策略3,3.5839999999999983,-0.051671068633015516,-0.140589432276482,0.08891836364346647,,
2031,DALT,,10.51,,,,,,,,,,,策略3,10.3525,-0.050843423656239395,-0.07783291678484164,0.026989493128602243,,
2032,CLBS,,1.22,,,,,,,,,,,策略3,1.187,-0.012708066999817413,-0.020914770953990042,0.008206703954172629,,
2033,PALT,,9.26,,,,,,,,,,,策略3,6.652499999999999,1.2935294064671412,1.1965459115785748,0.09698349488856639,,
2034,WVVI,,14.5,,,,,,,,,,,策略3,13.076000000000004,0.40178261604494026,0.18688483573126702,0.21489778031367324,,
2035,IJUL,,24.41,,,,,,,,,,,策略3,24.337999999999994,-0.057200931012580725,-0.073933319075258,0.01673238806267728,,
2036,MYO,,13.09,,,,,,,,,,,策略3,11.940500000000002,0.3619659881078583,0.3286094956884342,0.033356492419424066,,
2037,PVL,,2.23,,,,,,,,,,,策略3,1.9789999999999988,0.06974602639097882,0.048302438683129535,0.021443587707849286,,
2038,FDIV,,50.18,,,,,,,,,,,策略3,49.653000000000006,-0.018213613943757423,-0.09804713646015673,0.0798335225163993,,
2039,GIFI,,4.45,,,,,,,,,,,策略3,4.174000000000001,0.027848225453883657,-0.025420027127996438,0.053268252581880095,,
2040,IQDG,,38.95,,,,,,,,,,,策略3,38.78300000000003,-0.6201989876121914,-0.7101566038366156,0.08995761622442422,,
2041,ECCX,,25.36,,,,,,,,,,,策略3,25.350499999999975,-0.05322012793457631,-0.06086242935388155,0.0076423014193052405,,
2042,AESE,,1.82,,,,,,,,,,,策略3,1.7594999999999996,-0.03412110128876211,-0.04391174584668529,0.009790644557923181,,
2043,TPHS,,2.17,,,,,,,,,,,策略3,1.9910000000000008,-0.00119536947572918,-0.025459555258965105,0.024264185783235925,,
2044,PUTW,,33.33,,,,,,,,,,,策略3,32.86500000000001,0.08136098959726468,0.059076172752202706,0.02228481684506197,,
2045,CSF,,61.72,,,,,,,,,,,策略3,60.48700000000004,0.3132284824136562,0.207975273979478,0.10525320843417821,,
2046,XTL,,97.26,,,,,,,,,,,策略3,95.78999999999999,-0.7428220849999718,-0.9569395554997133,0.2141174704997415,,
2047,ROOF,,26.84,,,,,,,,,,,策略3,26.132000000000005,0.14914959942130324,0.06670095022131982,0.08244864919998342,,
2048,INDL,,65.95,,,,,,,,,,,策略3,63.423500000000026,0.8722729793633235,0.8716812477274489,0.0005917316358745595,,
2049,UYM,,95.68,,,,,,,,,,,策略3,88.0465,-0.27888143406083543,-1.3459799711713374,1.067098537110502,,
2050,NUSC,,44.9,,,,,,,,,,,策略3,44.09150000000001,0.031978928706109855,-0.03113238868047038,0.06311131738658024,,
2051,OSCV,,33.99,,,,,,,,,,,策略3,33.03099999999999,0.23422580845367236,0.1496297338971067,0.08459607455656565,,
2052,PBS,,55.24,,,,,,,,,,,策略3,54.35500000000009,0.1955281542123899,0.18579142673519888,0.00973672747719101,,
2053,DDIV,,32.25,,,,,,,,,,,策略3,31.652000000000008,0.197121947534594,0.1498119123725355,0.047310035162058506,,
2054,JSMD,,66.27,,,,,,,,,,,策略3,65.6519999999999,-0.5806869446761596,-0.6810507159845813,0.10036377130842178,,
2055,CLPS,,3.1,,,,,,,,,,,策略3,2.887500000000001,-0.08538349557365077,-0.13442453881191815,0.049041043238267384,,
2056,DSWL,,3.95,,,,,,,,,,,策略3,3.906000000000001,-0.08020886761373225,-0.09821229341035269,0.01800342579662044,,
2057,UTRN,,35.59,,,,,,,,,,,策略3,35.013999999999996,-0.1550075286241679,-0.24129424182651812,0.08628671320235023,,
2058,COE,,2.95,,,,,,,,,,,策略3,2.6134999999999997,-0.09971879444740361,-0.17791419258803265,0.07819539814062904,,
2059,CSB,,59.26,,,,,,,,,,,策略3,57.9535,0.0694618490590031,-0.12424697254568548,0.19370882160468858,,
2060,KNG,,53.55,,,,,,,,,,,策略3,53.00200000000003,-0.43313577896704913,-0.5356851938622129,0.10254941489516378,,
2061,KFFB,,7.22,,,,,,,,,,,策略3,7.158000000000003,-0.003588418901604662,-0.008383778306440756,0.004795359404836094,,
2062,LEGR,,43.6,,,,,,,,,,,策略3,42.7385,-0.04955691199767642,-0.14084433724060447,0.09128742524292804,,
2063,RINF,,30.44,,,,,,,,,,,策略3,29.65949999999999,0.21154919604261124,0.09038374256365428,0.12116545347895696,,
2064,MIDU,,63.41,,,,,,,,,,,策略3,59.70750000000004,-0.16749127249889284,-0.5309465874273037,0.3634553149284109,,
2065,TTP,,25.74,,,,,,,,,,,策略3,23.87950000000001,0.5118551621492564,0.3079154305187101,0.2039397316305463,,
2066,TIPZ,,66.19,,,,,,,,,,,策略3,66.10449999999996,-0.13273562066507338,-0.14065172820379665,0.007916107538723266,,
2067,EWSC,,83.6,,,,,,,,,,,策略3,81.47899999999997,0.4695270533732838,0.27142106472006466,0.19810598865321916,,
2068,LVHI,,26.05,,,,,,,,,,,策略3,25.778,-0.10126389518784151,-0.15701623519949462,0.055752340011653106,,
2069,AVDV,,66.03,,,,,,,,,,,策略3,65.33700000000002,-0.22661329237992334,-0.291526878845857,0.06491358646593365,,
2070,ENFR,,21.23,,,,,,,,,,,策略3,19.681500000000007,0.4927635686245715,0.30515088511304084,0.18761268351153065,,
2071,PFIE,,1.19,,,,,,,,,,,策略3,1.0920000000000005,0.027093817333379677,0.015359618618569534,0.011734198714810143,,
2072,IQDY,,30.51,,,,,,,,,,,策略3,30.08899999999999,-0.20772887864870881,-0.27927262253705437,0.07154374388834556,,
2073,ARKR,,15.92,,,,,,,,,,,策略3,15.757999999999996,-0.015562989055297294,-0.05399364407068682,0.038430655015389524,,
2074,GURE,,5.42,,,,,,,,,,,策略3,4.729999999999999,0.16176908358145337,0.05856251024868135,0.10320657333277201,,
2075,GRID,,96.33,,,,,,,,,,,策略3,95.06899999999999,-0.7948281221137421,-0.9726387199761772,0.17781059786243514,,
2076,HEWC,,33.02,,,,,,,,,,,策略3,32.483999999999995,0.07620521658372326,0.03127866064426048,0.04492655593946278,,
2077,SDH,,2.36,,,,,,,,,,,策略3,2.3159999999999985,-0.06981548026983209,-0.0837953369492267,0.013979856679394609,,
2078,NULG,,67.53,,,,,,,,,,,策略3,66.9595,-0.5412150079375948,-0.5928918074974783,0.05167679955988347,,
2079,INDS,,47.24,,,,,,,,,,,策略3,45.0945,0.03716003091957987,-0.2793934144603315,0.31655344537991137,,
2080,JOB,,0.48,,,,,,,,,,,策略3,0.4685,-0.007081516924938913,-0.008954087347464359,0.0018725704225254457,,
2081,PVI,,24.9,,,,,,,,,,,策略3,24.88399999999999,0.0015534688629337268,0.00024970278435273356,0.0013037660785809933,,
2082,AINC,,18.4,,,,,,,,,,,策略3,14.982499999999993,0.4815289188994534,0.04503504991326955,0.4364938689861838,,
2083,DRIV,,28.56,,,,,,,,,,,策略3,27.78850000000001,-0.09211324347732841,-0.18995480443520624,0.09784156095787783,,
2084,BWEN,,3.28,,,,,,,,,,,策略3,2.796999999999996,-0.09079560525443808,-0.14743020803234919,0.0566346027779111,,
2085,ARDS,,3.74,,,,,,,,,,,策略3,3.670999999999996,-0.1387963943133279,-0.16834978558138738,0.029553391268059476,,
2086,IDRV,,49.74,,,,,,,,,,,策略3,48.582500000000024,-0.10848562077359958,-0.26650331937733734,0.15801769860373777,,
2087,GOEX,,30.64,,,,,,,,,,,策略3,27.770000000000003,0.30101147697768127,-0.13383995561560713,0.4348514325932884,,
2088,ACOR,,4.74,,,,,,,,,,,策略3,4.486499999999998,0.04796648953719984,0.04030233655226355,0.007664152984936293,,
2089,QLC,,48.58,,,,,,,,,,,策略3,48.13399999999999,-0.28098593277141504,-0.3478845516620702,0.06689861889065518,,
2090,ALAC,,11.48,,,,,,,,,,,策略3,11.348499999999998,0.03971396444452324,0.0265348434365845,0.013179121007938742,,
2091,MBOT,,7.2,,,,,,,,,,,策略3,7.153999999999998,-0.013121583170814688,-0.024629408196490312,0.011507825025675624,,
2092,GRNQ,,0.76,,,,,,,,,,,策略3,0.6499999999999994,-0.0025260008386291943,-0.026582609116749662,0.024056608278120468,,
2093,NUMG,,56.33,,,,,,,,,,,策略3,55.298,-0.40363109932392405,-0.5248301192695146,0.12119901994559057,,
2094,GYLD,,15.09,,,,,,,,,,,策略3,14.799500000000004,0.055599920177192175,0.02609787753267832,0.029502042644513855,,
2095,WYY,,5.66,,,,,,,,,,,策略3,5.298000000000004,-0.025294107199174576,-0.08143678774109633,0.05614268054192176,,
2096,BAPR,,32.31,,,,,,,,,,,策略3,32.102999999999994,-0.016901423119151104,-0.037533482795217545,0.02063205967606644,,
2097,NAIL,,74.86,,,,,,,,,,,策略3,70.97300000000001,-2.655540412042029,-3.4978404478738647,0.8423000358318355,,
2098,GPACU,,9.87,,,,,,,,,,,策略3,9.859,0.0018308585140918154,0.001430155027359616,0.00040070348673219933,,
2099,EUDG,,32.9,,,,,,,,,,,策略3,32.798,-0.5140286152137321,-0.5898463570324661,0.07581774181873402,,
2100,EDOW,,30.77,,,,,,,,,,,策略3,30.440500000000007,-0.07357267996685124,-0.115985653456296,0.042412973489444755,,
2101,SCKT,,7.0,,,,,,,,,,,策略3,6.527999999999996,0.03408992554959056,-0.024699059949222734,0.0587889854988133,,
2102,PSCU,,67.2,,,,,,,,,,,策略3,66.14050000000002,0.1237545624136942,0.0031494363183051446,0.12060512609538906,,
2103,FPXI,,65.01,,,,,,,,,,,策略3,64.79249999999999,-1.0085299029255026,-1.1112828482047832,0.10275294527928058,,
2104,RMCF,,7.84,,,,,,,,,,,策略3,7.539500000000001,-0.03223787634964026,-0.0906488842207656,0.05841100787112534,,
2105,JDIV,,32.57,,,,,,,,,,,策略3,32.05700000000001,-0.07155393074092586,-0.14567715489023736,0.0741232241493115,,
2106,FIDI,,20.95,,,,,,,,,,,策略3,20.53749999999999,0.021332427586081337,-0.0347700828305046,0.05610251041658594,,
2107,FTHI,,22.01,,,,,,,,,,,策略3,21.657500000000002,0.08223229048199698,0.057149253405555205,0.02508303707644178,,
2108,VFMO,,132.62,,,,,,,,,,,策略3,130.49850000000004,0.045982549363429825,-0.13237985745376143,0.17836240681719126,,
2109,NUDM,,31.77,,,,,,,,,,,策略3,31.683999999999987,-0.2621499867124477,-0.2808809322392848,0.018730945526837073,,
2110,FCEF,,25.2,,,,,,,,,,,策略3,24.970000000000006,-0.10112766929078276,-0.14717811343534137,0.04605044414455861,,
2111,FFHG,,36.12,,,,,,,,,,,策略3,35.617500000000035,0.017475164035637647,-0.02663578231404304,0.044110946349680685,,
2112,IMTE,,5.02,,,,,,,,,,,策略3,4.77,0.02043137217954616,1.4904749861402618e-05,0.020416467429684757,,
2113,TRIB,,2.23,,,,,,,,,,,策略3,2.188999999999999,-0.053656806131964885,-0.07174916954841537,0.018092363416450485,,
2114,UTME,,5.59,,,,,,,,,,,策略3,5.420999999999998,-0.2364676531017036,-0.355321052703376,0.1188533996016724,,
2115,NUMV,,37.91,,,,,,,,,,,策略3,36.897999999999996,0.12159562004580238,0.02012386327895589,0.10147175676684649,,
2116,ACXP,,4.87,,,,,,,,,,,策略3,4.643000000000001,-0.11246669223312811,-0.12204945440421058,0.009582762171082476,,
2117,SPDV,,30.56,,,,,,,,,,,策略3,29.932499999999987,0.09686194104037327,0.04210344213692558,0.05475849890344769,,
2118,JZXN,,2.43,,,,,,,,,,,策略3,2.3285000000000022,-0.24809700577804028,-0.29907403044933917,0.05097702467129889,,
2119,KBNT,,3.25,,,,,,,,,,,策略3,3.2259999999999978,-0.12373573340923105,-0.14807713894312385,0.0243414055338928,,
2120,UJAN,,31.28,,,,,,,,,,,策略3,31.194000000000006,0.010412799994966804,0.0007007572146941468,0.009712042780272656,,
2121,JHMF,,53.25,,,,,,,,,,,策略3,52.08400000000004,0.34161732780524545,0.24927398923719057,0.09234333856805488,,
2122,FSI,,3.72,,,,,,,,,,,策略3,3.468000000000005,-0.016233767124709253,-0.04467950295097197,0.028445735826262718,,
2123,HSCZ,,37.26,,,,,,,,,,,策略3,37.10650000000005,-0.23280976799059516,-0.24080186999218328,0.00799210200158812,,
2124,NULV,,38.68,,,,,,,,,,,策略3,38.06649999999999,-0.018349163627327414,-0.08645781171967884,0.06810864809235143,,
2125,XLSR,,45.11,,,,,,,,,,,策略3,44.863000000000014,-0.2548191091526064,-0.29070092157245,0.03588181241984356,,
2126,QK,,0.76,,,,,,,,,,,策略3,0.6835000000000008,-0.008740682449950521,-0.027884399250763657,0.019143716800813136,,
2127,HSON,,16.5,,,,,,,,,,,策略3,15.853000000000003,-0.14769928590633796,-0.27302136627032725,0.12532208036398929,,
2128,OVL,,38.03,,,,,,,,,,,策略3,37.721,-0.2538795180933562,-0.28910339810597346,0.03522388001261728,,
2129,DMRS,,57.69,,,,,,,,,,,策略3,56.83049999999997,0.17848495183794455,0.10484656615822076,0.07363838567972379,,
2130,SNGX,,1.06,,,,,,,,,,,策略3,1.0389999999999993,0.0024013291918785207,0.001320091950296994,0.0010812372415815266,,
2131,APDN,,5.64,,,,,,,,,,,策略3,5.303000000000003,-0.08548362139037824,-0.1532393804488668,0.06775575905848857,,
2132,IUSS,,38.87,,,,,,,,,,,策略3,38.19549999999999,0.03127609213450455,-0.03657959287148973,0.06785568500599429,,
2133,RNAZ,,3.25,,,,,,,,,,,策略3,2.9389999999999996,0.01751716205646714,-0.012834377559314832,0.03035153961578197,,
2134,ASRT,,0.95,,,,,,,,,,,策略3,0.9099999999999995,-0.0346532023463767,-0.04498756472836106,0.01033436238198436,,
2135,CUEN,,2.83,,,,,,,,,,,策略3,2.7630000000000003,-0.10342272060869417,-0.12391853131414869,0.020495810705454517,,
2136,KARS,,48.39,,,,,,,,,,,策略3,46.84350000000002,-0.05216594713851208,-0.2784948783152712,0.22632893117675912,,
2137,WIZ,,35.66,,,,,,,,,,,策略3,35.2845,-0.19585507017844606,-0.23592444256241252,0.04006937238396646,,
2138,ECNS,,50.45,,,,,,,,,,,策略3,50.315499999999986,-0.6574424882105916,-0.7730318474517023,0.11558935924111069,,
2139,CPIX,,2.79,,,,,,,,,,,策略3,2.7384999999999993,-0.02686477471832749,-0.03525198089923541,0.008387206180907922,,
2140,TAYD,,11.5,,,,,,,,,,,策略3,11.3385,-0.035935797483309884,-0.0682486750210955,0.03231287753778561,,
2141,BJAN,,36.59,,,,,,,,,,,策略3,36.30499999999995,0.015063741575346512,-0.01182979344887379,0.026893535024220303,,
2142,CALF,,43.58,,,,,,,,,,,策略3,42.99200000000002,0.026364816503097188,-0.013814785101241515,0.0401796016043387,,
2143,RPAR,,24.94,,,,,,,,,,,策略3,24.610500000000002,-0.06962674741734887,-0.11769811008214999,0.04807136266480112,,
2144,YCS,,81.2,,,,,,,,,,,策略3,78.03099999999998,1.167395635090898,0.7996293642556968,0.3677662708352013,,
2145,DRN,,24.34,,,,,,,,,,,策略3,22.984999999999996,-0.3055373393955385,-0.5145703793104337,0.2090330399148952,,
2146,EZGO,,2.97,,,,,,,,,,,策略3,2.8904999999999945,-0.05955249339087798,-0.07992793471852433,0.02037544132764635,,
2147,WAVE,,7.28,,,,,,,,,,,策略3,7.236500000000004,-0.34701634654275004,-0.4015374322667272,0.05452108572397718,,
2148,AUTO,,2.91,,,,,,,,,,,策略3,2.6710000000000003,0.033279667896312315,0.0061430947658391,0.027136573130473216,,
2149,XMHQ,,78.17,,,,,,,,,,,策略3,77.09199999999997,-0.09050983100364363,-0.18483917085025553,0.0943293398466119,,
2150,UJUL,,27.15,,,,,,,,,,,策略3,27.071000000000005,-0.019124451237313878,-0.02990038439838994,0.010775933161076064,,
2151,OILK,,63.22,,,,,,,,,,,策略3,60.613000000000014,0.7357446219435957,0.3708335798822735,0.3649110420613222,,
2152,HDG,,51.74,,,,,,,,,,,策略3,51.405499999999975,-0.026382351950381633,-0.06430005513269477,0.037917703182313134,,
2153,CMDY,,60.83,,,,,,,,,,,策略3,58.5615,1.0304966046842594,0.9199140941253117,0.11058251055894774,,
2154,EWRE,,38.34,,,,,,,,,,,策略3,37.4605,-0.06576524485571866,-0.18076703653505047,0.1150017916793318,,
2155,IDX,,20.8,,,,,,,,,,,策略3,19.184500000000007,0.5066922765527089,0.3351203576974918,0.17157191885521705,,
2156,KEQU,,13.34,,,,,,,,,,,策略3,13.144500000000004,-0.0408445719732029,-0.049084003538242944,0.008239431565040041,,
2157,TRTY,,27.71,,,,,,,,,,,策略3,27.470999999999993,0.020755986373675483,-0.007404374054905482,0.028160360428580965,,
2158,XWEB,,170.33,,,,,,,,,,,策略3,166.06000000000012,-0.9661798959813552,-1.5138106861668152,0.54763079018546,,
2159,PSET,,55.17,,,,,,,,,,,策略3,54.63500000000006,-0.4432447711071674,-0.5209716940869031,0.07772692297973571,,
2160,SGLB,,3.43,,,,,,,,,,,策略3,3.2235000000000023,-0.01693652025164738,-0.052126498604148634,0.035189978352501254,,
2161,LEDS,,8.2,,,,,,,,,,,策略3,8.012999999999996,-0.2647472298940148,-0.3229580356703242,0.05821080577630944,,
2162,DBGI,,3.0,,,,,,,,,,,策略3,2.8035000000000005,-0.044142051991489684,-0.07868339083457461,0.034541338843084926,,
2163,EURL,,36.18,,,,,,,,,,,策略3,34.825,-0.8732767813572764,-1.1379441198787248,0.2646673385214484,,
2164,CUBA,,5.94,,,,,,,,,,,策略3,5.793500000000001,0.03196532342301417,0.010803106004364234,0.021162217418649935,,
2165,FOVL,,57.42,,,,,,,,,,,策略3,55.88299999999998,0.33962279047119637,0.1672115104686172,0.17241128000257916,,
2166,FYLD,,27.43,,,,,,,,,,,策略3,27.218999999999983,-0.15987502021957667,-0.1949079368677704,0.03503291664819372,,
2167,CARZ,,60.95,,,,,,,,,,,策略3,58.5595,0.35698066082967017,-0.01759923389163577,0.37457989472130593,,
2168,MTC,,1.38,,,,,,,,,,,策略3,1.2385000000000006,-0.01883256525247301,-0.04991101453131867,0.031078449278845663,,
2169,KOCT,,27.46,,,,,,,,,,,策略3,27.03899999999992,0.09595536139328686,0.0642355584730821,0.031719802920204765,,
2170,GLDI,,8.49,,,,,,,,,,,策略3,8.360999999999994,-0.026948064550808226,-0.05029634638666173,0.023348281835853503,,
2171,HSDT,,14.2,,,,,,,,,,,策略3,14.178999999999984,-0.1967275720138364,-0.2094389373284937,0.012711365314657302,,
2172,SINT,,1.34,,,,,,,,,,,策略3,1.2864999999999989,-0.020464151887422677,-0.03159792380903709,0.01113377192161441,,
2173,IETC,,57.7,,,,,,,,,,,策略3,56.90400000000005,-0.3384285499853661,-0.42894040901956326,0.09051185903419717,,
2174,VFQY,,120.19,,,,,,,,,,,策略3,118.6895,-0.476292703697041,-0.6574263463555277,0.18113364265848664,,
2175,TRND,,30.59,,,,,,,,,,,策略3,30.374500000000005,-0.11771183680197694,-0.14501159629355512,0.027299759491578174,,
2176,FFHL,,9.78,,,,,,,,,,,策略3,9.666999999999998,-0.010655781368697603,-0.035258145022063606,0.024602363653366002,,
2177,HLAL,,38.73,,,,,,,,,,,策略3,38.280499999999975,-0.21257803756913773,-0.26442496042924013,0.051846922860102396,,
2178,FLGB,,25.42,,,,,,,,,,,策略3,24.80399999999999,0.0190024289953854,-0.06340007464130143,0.08240250363668683,,
2179,ICD,,4.44,,,,,,,,,,,策略3,3.1849999999999996,0.2605920997608049,0.1053169114622004,0.15527518829860448,,
2180,GVP,,1.51,,,,,,,,,,,策略3,1.423000000000001,0.03598556807205311,0.029966319915431087,0.006019248156622022,,
2181,RAAX,,27.12,,,,,,,,,,,策略3,25.92350000000001,0.3187311687736205,0.1850369192600313,0.13369424951358921,,
2182,SGRP,,1.44,,,,,,,,,,,策略3,1.439500000000002,-0.03853768372161093,-0.047974391142191056,0.009436707420580129,,
2183,EET,,91.9,,,,,,,,,,,策略3,89.51049999999992,-0.8323324494438111,-1.3673305266381623,0.5349980771943512,,
2184,ISEM,,29.76,,,,,,,,,,,策略3,29.098000000000006,0.09193266858406446,0.007459158190555072,0.0844735103935094,,
