,symbol,open_alias,close,high,low,change,chg,volume,mktcap
5578,obci,9.6300,9.9800,10.3500,9.6001,0.30,0.0300,23653,94668274
5579,biol,0.6101,0.6178,0.6299,0.6061,0.06,0.0004,1233742,94533926
5580,lpcn,1.0500,1.0700,1.0800,1.0500,1.90,0.0200,280250,94470995
5581,alf,5.8200,5.8300,6.0300,5.6300,0.69,0.0400,641482,94296169
5582,dss,1.1700,1.1800,1.1800,1.1550,1.72,0.0200,402113,94100145
5583,oss,4.8600,5.0500,5.0957,4.8000,3.06,0.1500,66085,94075950
5584,ccor,29.9900,29.7953,29.9900,29.7200,-0.33,-0.1000,12838,93855195
5585,capr,3.9400,4.0700,4.0700,3.7700,9.12,0.3400,464942,93700170
5586,cnce,3.0300,2.9100,3.0500,2.9000,-2.68,-0.0800,72595,93625760
5587,dpro,3.0400,2.9100,3.0599,2.8701,-3.64,-0.1100,86274,93532998
5588,bhse,9.9300,9.9700,9.9700,9.9300,0.10,0.0100,15725,93468750
5589,mtcr,3.6300,3.5200,3.6700,3.4300,-2.22,-0.0800,187279,93370207
5590,feng,1.2400,1.2800,1.2800,1.2400,0.79,0.0100,55469,93321728
5591,abeo,0.9625,0.9198,0.9625,0.8801,-2.78,-0.0263,1226180,93108607
5592,nrt,10.1200,10.1200,10.2100,10.0450,0.30,0.0300,21068,93008770
5593,xtnt,1.0900,1.0700,1.1100,1.0600,-6.14,-0.0700,183704,92776807
5594,dew,47.9101,47.7872,47.9101,47.7872,-0.24,-0.1144,407,92706690
5595,fyt,51.5850,51.1700,51.8100,51.1700,-0.51,-0.2600,16926,92656640
5596,feim,10.1100,10.0200,10.1150,10.0000,-1.52,-0.1550,11758,92644318
5597,eusc,35.5000,35.3855,35.5000,35.3855,-0.12,-0.0417,2814,92605304
5598,cocp,0.9500,0.9500,0.9799,0.9500,0.00,0.0000,471124,92595317
5599,nick,12.0000,12.0230,12.0800,12.0000,0.02,0.0030,2664,92577100
5600,seco,1.2900,1.3100,1.3399,1.1800,-2.24,-0.0300,33615,92554903
5601,espo,65.5900,65.0900,66.0000,65.0604,-0.43,-0.2800,24864,92462753
5602,isun,8.3300,8.4800,8.7000,8.2514,1.19,0.1000,59841,92420967
5603,aim,1.8400,1.9300,1.9500,1.8400,4.32,0.0800,434838,92347840
5604,sanw,2.5000,2.5100,2.5400,2.5000,-0.40,-0.0100,20557,92310520
5605,apm,2.5300,2.5900,2.6200,2.5300,1.57,0.0400,55105,92225051
5606,tpz,13.2400,13.2500,13.2800,13.1740,0.45,0.0600,8042,92100750
5607,igeb,53.2400,53.2057,53.2900,53.2057,-0.06,-0.0310,5942,92052724
5608,mdvl,2.7000,2.8100,2.8400,2.6786,4.07,0.1100,109607,92017802
5609,fctr,34.3300,34.1200,34.5629,34.1200,-0.47,-0.1600,27006,92006081
5610,zgyh,10.2710,10.2700,10.2710,10.2650,0.10,0.0100,50515,91860015
5611,aame,4.5000,4.5000,4.5800,4.2300,0.22,0.0100,23303,91848433
5612,pxq,92.0000,91.8400,92.7200,91.8400,-1.12,-1.0436,819,91700035
5613,wbii,24.6517,24.5723,24.6600,24.5723,-0.04,-0.0090,1056,91677236
5614,pdex,25.1800,25.1000,25.3200,25.1000,1.01,0.2500,1688,91425495
5615,iteq,65.1800,65.2716,66.1100,65.0800,-0.01,-0.0072,30429,91380240
5616,wnw,3.4900,3.6500,3.7300,3.4300,5.49,0.1900,109265,91250000
5617,pesi,7.0200,6.9101,7.0200,6.8900,-3.49,-0.2499,9924,91189984
5618,pez,87.6100,87.5907,87.7700,87.5907,-0.63,-0.5529,790,91045452
5619,gecc,3.4200,3.3800,3.4200,3.3600,-0.88,-0.0300,45406,90941157
5620,pzt,25.9300,25.9100,25.9335,25.8800,-0.02,-0.0050,7562,90913863
5621,twm,13.6000,13.7700,13.7800,13.3800,1.10,0.1500,1310714,90812791
5622,nms,15.7200,15.6692,15.7900,15.6692,0.18,0.0277,1527,90611222
5623,kern,2.9258,2.9800,3.0500,2.9001,10.37,0.2800,1243370,90515712
5624,pfig,26.5800,26.6697,26.6800,26.5800,-0.23,-0.0612,5514,90449087
5625,lfeq,40.9800,40.5032,40.9900,40.5032,-0.42,-0.1700,1576,90353525
5626,uamy,0.8900,0.8521,0.8915,0.8500,-2.29,-0.0200,1716091,90327059
5627,pffa,24.8800,24.9100,24.9833,24.8800,0.12,0.0300,129704,90283131
5628,crt,15.5000,15.0000,15.5000,14.8210,-2.41,-0.3700,39037,90000000
5629,cxh,9.8700,9.8650,9.8800,9.8500,-0.05,-0.0048,5344,89873000
5630,hymc,1.5400,1.4900,1.5600,1.4700,-1.97,-0.0300,110346,89847000
5631,usap,10.5500,10.0700,10.5500,10.0700,-4.55,-0.4800,9263,89802850
5632,rsf,19.6900,19.6900,19.7200,19.5600,0.36,0.0700,10930,89715004
5633,ival,27.0300,26.8913,27.1600,26.8913,0.64,0.1714,3468,89652071
5634,hawx,32.3532,32.1800,32.3850,32.1800,0.22,0.0717,1131,89185357
5635,hap,47.3210,46.8888,47.3630,46.8848,0.07,0.0313,8975,89092939
5636,nvno,9.3000,9.4000,9.5550,9.1038,0.53,0.0500,71853,88983003
5637,qmom,49.6200,48.9031,49.6200,48.9031,-0.89,-0.4413,3119,88784018
5638,eng,2.5800,2.5200,2.6100,2.4800,1.61,0.0400,1423858,88539101
5639,jrsh,7.3000,7.1600,7.3800,7.0900,-4.15,-0.3100,57567,88313716
5640,dstl,41.7500,41.5000,41.9700,41.4900,-0.62,-0.2600,75572,88187500
5641,pawz,77.0000,76.4000,77.3950,76.3900,-1.23,-0.9530,71881,88078733
5642,dvd,2.4900,2.4107,2.5000,2.4000,-2.40,-0.0593,23060,87859386
5643,omfs,41.0400,40.5931,41.2300,40.5931,-0.54,-0.2200,7830,87743244
5644,tkat,6.9200,7.0700,7.5000,6.8900,1.14,0.0800,810053,87660032
5645,irbo,42.6300,42.4000,42.9499,42.3300,-0.52,-0.2200,19724,87447964
5646,ubcp,15.2253,15.0399,15.4000,14.9800,-2.46,-0.3801,4024,87358958
5647,bsjp,24.4400,24.4500,24.5000,24.4400,-0.16,-0.0400,61701,87324299
5648,grow,5.8100,5.8000,5.9150,5.7300,-0.51,-0.0300,51468,87273238
5649,awre,3.9900,4.0500,4.0691,3.9800,1.50,0.0600,2252,87194406
5650,mdwd,3.1800,3.2000,3.2900,3.1700,0.95,0.0300,56493,87185372
5651,pfi,55.4000,54.7100,55.5648,54.7100,-0.42,-0.2300,5060,87141103
5652,ejh,2.5800,2.5900,2.7100,2.5110,-1.15,-0.0300,648411,86975999
5653,glto,3.3600,3.4400,3.4488,3.3600,1.78,0.0600,67155,86900702
5654,sypr,4.1775,4.0000,4.2300,3.9100,-3.61,-0.1500,354179,86849780
5655,fhs,3.0400,3.0000,3.1000,2.9800,0.33,0.0100,168273,86838699
5656,ihta,9.8900,9.8800,9.8900,9.8550,0.12,0.0120,5963,86764282
5657,reph,1.9300,1.8600,1.9300,1.8400,-2.11,-0.0400,180449,86702999
5658,lghl,2.2600,2.2100,2.2900,2.0900,-2.64,-0.0600,955214,86568575
5659,armp,3.6300,3.4699,3.6300,3.4500,0.58,0.0199,3428,86531762
5660,jhmd,33.4500,33.2714,33.5200,33.2714,0.11,0.0372,10207,86505640
5661,spvu,42.5000,42.1489,42.7800,42.1400,-0.57,-0.2400,25641,86305857
5662,bjul,31.8549,31.7920,31.9890,31.7701,-0.25,-0.0788,27460,86276589
5663,lsbk,14.9800,14.9635,14.9990,14.9635,-0.42,-0.0631,503,86240995
5664,naii,13.2500,13.4000,13.5900,13.0800,1.06,0.1400,21491,86227686
5665,szne,37.6000,37.3094,37.6000,37.3094,0.21,0.0771,575,85659957
5666,inpx,0.7563,0.7353,0.7569,0.7300,-2.92,-0.0221,1650226,86025482
5667,flux,5.4000,5.3700,5.5000,5.2900,0.19,0.0100,219496,85852885
5668,tisi,2.8700,2.7700,2.8700,2.7400,-1.77,-0.0500,286625,85813998
5669,voc,4.9800,5.0300,5.0500,4.9200,2.24,0.1100,102580,85510000
5670,cmpi,4.0500,3.9500,4.1500,3.9000,-1.50,-0.0600,17898,85422269
5671,esg,107.3400,106.4379,107.3700,106.4379,-0.64,-0.6832,1799,85366601
5672,opgn,2.1300,2.1800,2.2500,2.1200,2.35,0.0500,1772233,83429145
5673,pavmz,6.5300,6.2499,6.5400,6.2200,-6.30,-0.4201,20619,83393040
5674,eqwl,81.8000,81.2158,82.2180,81.2158,-0.49,-0.4005,1441,83373297
5675,lnsr,7.6200,7.6000,7.7400,7.6000,-0.13,-0.0100,4191,83270920
5676,vvos,3.7600,3.6500,3.8400,3.6400,-2.93,-0.1100,73530,83264234
5677,asm,0.8205,0.8208,0.8297,0.8035,0.02,0.0002,278280,83231584
5678,vgz,0.7300,0.7100,0.7300,0.6921,0.00,0.0000,87215,83199927
5679,iqde,23.6150,23.4719,23.6350,23.4719,0.35,0.0828,1327,82982109
5680,neph,8.0000,8.1200,8.1200,7.8500,1.50,0.1200,9700,82965003
5681,clsn,0.9000,0.9543,1.0500,0.8806,5.04,0.0458,3126814,82602047
5682,jmom,44.3100,44.1279,44.6700,44.1279,-0.44,-0.1964,6423,82600412
5683,cclp,1.8000,1.7200,1.8495,1.7200,-3.37,-0.0600,57319,82510532
5684,prph,5.3800,5.4400,5.6300,5.3500,1.12,0.0600,32161,82439136
5685,soxs,7.2600,7.2900,7.3000,6.9300,2.39,0.1700,7107582,82426324
5686,acsi,50.2000,49.6736,50.2000,49.6736,-0.01,-0.0071,336,82387838
5687,edi,8.3000,8.3008,8.3799,8.2500,0.25,0.0208,23310,82270000
5688,frd,11.6700,11.9200,12.1500,11.6700,0.68,0.0800,14963,82242481
5689,fllv,47.4600,47.0024,47.4600,47.0024,-0.60,-0.2837,10261,82096882
5690,dynf,37.0000,36.6188,37.0000,36.6188,-0.21,-0.0785,4333,82082321
5691,cid,31.6900,31.5869,31.6900,31.5869,-0.29,-0.0913,834,81965857
5692,fmo,11.2400,11.2400,11.4022,11.0300,0.72,0.0800,29362,79670850
5693,rvnu,28.8600,28.8900,28.9699,28.8600,-0.19,-0.0550,6498,79447528
5694,strm,1.6900,1.6600,1.7460,1.6600,-2.92,-0.0500,8248,79225656
5695,bbgi,2.7000,2.7000,2.7000,2.6620,0.75,0.0200,13915,79015116
5696,lov,3.0200,3.0200,3.1044,2.8900,-1.63,-0.0500,116524,78920391
5697,brqs,0.5482,0.5371,0.5491,0.5301,-1.52,-0.0083,1271370,78626413
5698,ftk,1.0800,1.0600,1.1100,1.0397,-0.93,-0.0100,774383,78544153
5699,snpx,11.6000,12.7900,12.8500,11.1200,15.64,1.7300,820387,78483277
5700,lgh,41.2100,40.7100,41.4600,40.7100,-1.19,-0.4911,19515,78481877
5701,lumo,9.2970,9.3900,9.4899,9.1400,-1.16,-0.1100,6154,78475901
5702,airt,26.9800,27.1500,28.1100,26.0201,1.38,0.3700,9217,78242308
5703,achv,8.3200,8.2700,8.4999,8.0600,-1.43,-0.1200,80898,78169884
5704,flee,28.3900,28.2800,28.4862,28.2800,-0.56,-0.1600,2757,78145728
5705,bmra,6.4800,6.2400,6.6600,6.0500,-7.00,-0.4700,533420,78063710
5706,icmb,5.3400,5.4200,5.4500,5.3000,1.50,0.0800,28542,77957702
5707,guru,49.0700,48.5368,49.1300,48.5368,-0.95,-0.4637,1541,77938063
5708,vrar,7.2900,7.5700,7.6898,7.2900,3.56,0.2600,50564,77907699
5709,aei,2.0100,1.9400,2.0300,1.9250,-2.02,-0.0400,1305654,77889502
5710,jhaa,9.9100,9.9500,9.9550,9.9100,0.40,0.0400,8205,77866809
5711,ganx,7.1200,6.5500,7.2722,6.5500,-6.83,-0.4800,42925,77791736
5712,nbw,14.1100,14.0100,14.1400,14.0100,-0.43,-0.0600,6389,77770070
5713,edry,26.5000,27.3100,28.4000,26.4500,2.63,0.7000,36038,77677477
5714,ryb,2.8640,2.8100,2.9200,2.8100,-1.40,-0.0400,11353,77517632
5715,visl,1.7000,1.6900,1.7100,1.6600,-0.59,-0.0100,479670,77296153
5716,rfil,7.8300,7.6941,7.8300,7.6500,-1.23,-0.0959,22196,77253365
5717,mbrx,2.7100,2.6900,2.7120,2.6500,-0.74,-0.0200,122602,76805452
5718,phge,2.7400,2.7200,2.7400,2.6800,-1.09,-0.0300,105227,76689246
5719,ipo,63.3200,63.1500,64.3700,63.1400,-0.82,-0.5200,56963,76665552
5720,ghyb,49.7200,49.5720,49.7392,49.5000,0.02,0.0100,9143,76634693
5721,poai,1.1600,1.1700,1.2192,1.1600,-0.85,-0.0100,876130,76527120
5722,dxyn,4.7000,4.8400,4.8800,4.6600,3.86,0.1800,43585,76474904
5723,mmtm,188.0337,186.1788,188.3700,186.1788,-0.02,-0.0330,787,76435147
5724,cga,8.7300,9.0002,9.2500,8.7300,5.14,0.4402,12293,76390358
5725,ontx,3.5800,3.6700,3.7400,3.5298,2.51,0.0900,372666,76266416
5726,avco,0.9000,0.8905,0.9300,0.8900,-3.20,-0.0294,43412,76053970
5727,jpmb,48.3700,48.3091,48.3900,48.3091,-0.10,-0.0472,3626,76021470
5728,hsrt,40.9150,40.9150,40.9600,40.8700,-0.11,-0.0450,3895,76016510
5729,refr,2.3900,2.4000,2.4500,2.3600,-0.22,-0.0053,12060,75960960
5730,tara,6.5400,6.7500,7.0999,6.5200,4.49,0.2900,282815,75841184
5731,scps,4.2100,4.1900,4.2400,4.0800,-2.10,-0.0900,17541,75814999
5732,inuv,0.6200,0.6382,0.6499,0.6200,1.27,0.0080,541919,75783189
5733,btal,16.8504,16.8400,16.8800,16.7810,0.06,0.0100,15717,75744248
5734,volt,3.4000,3.4300,3.4700,3.3500,-1.72,-0.0600,158430,75731923
5735,dgre,27.9050,27.7200,27.9400,27.7100,-0.57,-0.1600,11028,75535170
5736,iigd,26.5571,26.5350,26.5571,26.5347,-0.15,-0.0400,6445,75279582
5737,cscw,0.5050,0.5146,0.5149,0.5002,1.10,0.0056,1738691,75150410
5738,arav,3.5700,3.6200,3.6400,3.5200,1.40,0.0500,49910,74984694
5739,sgdj,40.2000,39.8900,40.6100,39.7200,-0.22,-0.0892,12247,74928259
5740,rfem,68.5000,68.0700,68.5300,68.0700,-0.60,-0.4090,3077,74877136
5741,isra,47.0900,47.2940,47.6266,47.0900,0.78,0.3655,5970,74820243
5742,emtl,49.7400,49.7400,49.7575,49.7200,-0.40,-0.1975,7355,74616316
5743,bscs,22.7700,22.7850,22.8200,22.7700,-0.24,-0.0550,5407,74501003
5744,bbsa,51.3800,51.3644,51.3900,51.3610,-0.12,-0.0600,1373,74384485
5745,turn,7.1100,7.1699,7.2400,7.1100,0.70,0.0499,4368,74379252
5746,aktx,1.5900,1.5600,1.6050,1.5500,-3.11,-0.0500,114386,74251817
5747,cen,15.0800,15.0600,15.1000,14.8300,2.59,0.3800,21331,74244971
5748,gpco,9.9300,9.9500,9.9500,9.9200,0.00,0.0000,11981,74207100
5749,aacg,2.3100,2.3400,2.3500,2.2200,1.74,0.0400,17767,74180808
5750,aezs,0.6101,0.6110,0.6399,0.6060,0.83,0.0050,1080471,74112471
5751,rsss,2.7100,2.7900,2.7900,2.7100,2.95,0.0800,21189,74072000
5752,bcac,9.9501,9.9600,9.9700,9.9500,0.00,0.0000,12997,74047620
5753,acst,1.7200,1.6700,1.7300,1.6600,-2.91,-0.0500,382104,73961265
5754,ocup,4.3000,4.3700,4.4400,4.3000,1.86,0.0800,69966,73838919
5755,mcaf,9.7600,9.7700,9.7700,9.7600,-1.51,-0.1499,4938,73836775
5756,mkd,0.3460,0.4029,0.4100,0.3450,14.66,0.0515,21315516,73620304
5757,zkin,2.8200,2.8300,2.9500,2.7550,2.17,0.0600,150658,73405258
5758,loan,6.3400,6.3800,6.4600,6.3400,-0.16,-0.0100,8683,73337749
5759,srv,33.4600,33.5600,33.5750,33.3300,0.93,0.3100,4071,73275004
5760,botj,14.9184,15.4406,15.4406,14.9184,1.58,0.2406,815,73198634
5761,hnna,10.2300,9.9300,10.2900,9.9300,-2.65,-0.2700,5638,73155998
5762,ttt,37.0500,37.1000,37.1172,36.7051,0.87,0.3200,157113,73113155
5763,aytu,2.7200,2.6500,2.7500,2.6500,-1.85,-0.0500,149346,73021015
5764,iez,14.9500,14.7900,15.2300,14.7800,0.68,0.1000,192429,72989522
5765,psci,93.6400,93.7955,94.4300,93.6400,-0.09,-0.0845,4241,72940351
5766,gfai,3.5900,3.4400,3.5999,3.2600,-4.97,-0.1800,38915,72934192
5767,moti,33.8300,33.8399,33.9600,33.8300,-0.01,-0.0039,2755,72799641
5768,wvvi,13.7400,14.6559,14.7200,13.5000,14.50,1.8559,138190,72759640
5769,zsan,0.6210,0.6289,0.6467,0.6200,0.19,0.0012,465413,72695022
5770,gaa,31.3000,31.3583,31.5900,31.3000,0.50,0.1574,1863,72602931
5771,ecor,1.0400,1.0300,1.0600,1.0200,-1.90,-0.0200,392326,72555526
5772,igc,1.4200,1.4200,1.4500,1.4100,-0.70,-0.0100,402905,72473984
5773,sotk,4.7500,4.6700,4.7500,4.5137,0.43,0.0200,22143,72416284
5774,aumn,0.4300,0.4448,0.4475,0.4271,1.00,0.0044,208243,72415491
5775,minm,1.6200,1.5800,1.6500,1.5500,-1.25,-0.0200,100918,72413357
5776,roam,24.5150,24.4456,24.5150,24.4456,-0.16,-0.0381,2496,72317027
5777,vqs,2.5000,2.4200,2.5999,2.3900,-3.20,-0.0800,103501,72245755
5778,iroq,22.0000,22.2497,22.2500,22.0000,3.49,0.7497,1200,72097393
5779,foxw,9.8800,9.9500,9.9500,9.8800,0.00,0.0001,1458,72013125
5780,valt,49.7100,49.7300,49.7300,49.7100,0.04,0.0200,1556,72007945
5781,rnwk,1.4500,1.5300,1.5399,1.4500,4.08,0.0600,91195,71920332
5782,hty,6.5100,6.5100,6.5700,6.4900,0.31,0.0200,38399,71831340
5783,nine,2.2200,2.2900,2.4400,2.2200,4.09,0.0900,469474,71793050
5784,emcf,26.2500,26.3800,26.5000,26.2500,0.42,0.1100,1547,71785572
5785,omqs,9.6100,9.6400,9.8050,9.6100,-0.21,-0.0200,4754,71534776
5786,jmm,7.5000,7.5500,7.5800,7.5000,0.73,0.0549,1955,71440742
5787,igny,9.7600,9.8000,9.8000,9.7600,0.10,0.0100,33101,71417500
5788,dalt,10.3600,10.2801,10.3600,10.2700,-0.43,-0.0448,4531,71325472
5789,oncs,1.8700,1.8200,1.9700,1.8100,-2.15,-0.0400,112212,71317156
5790,gray,3.3100,3.3500,3.4000,3.2800,-0.30,-0.0100,74220,71303745
5791,ijul,24.2300,24.2448,24.2448,24.2000,-0.41,-0.1000,4944,71153687
5792,ntip,2.9900,2.9500,2.9900,2.9200,-0.34,-0.0100,14143,71061001
5793,corr,4.7100,4.5700,4.7100,4.5600,-1.72,-0.0800,64276,70900351
5794,feo,14.4400,14.2000,14.4400,14.0500,-1.15,-0.1650,22688,70883588
5795,apvo,14.6800,14.4700,14.9650,14.0638,-0.21,-0.0300,24498,70816049
5796,bcow,11.0300,11.0300,11.0300,11.0200,-0.18,-0.0196,2094,70649400
5797,iccc,9.4800,9.1156,9.4800,9.1000,-2.39,-0.2232,3941,70571735
5798,ktcc,6.4900,6.5400,6.5900,6.4900,0.62,0.0400,5673,70382826
5799,minc,48.6300,48.6500,48.6500,48.5324,-0.44,-0.2126,4267,70353689
5800,jhmt,91.7400,90.9849,91.7400,90.9849,-0.20,-0.1800,1205,70255719
5801,clbs,1.1700,1.1800,1.1800,1.1400,1.72,0.0200,128980,70230647
5802,adxs,0.4900,0.4813,0.5200,0.4805,-3.49,-0.0174,3973067,70095790
5803,com,32.5400,32.5284,32.5685,32.4650,0.24,0.0784,36030,69936060
5804,nna,3.9500,3.9400,3.9970,3.8900,0.77,0.0300,160434,69880001
5805,gtec,6.1700,6.1300,6.3799,6.0600,-0.89,-0.0550,38307,69705456
5806,cpop,2.8900,2.9200,3.0000,2.8900,-0.34,-0.0100,146381,69642000
5807,usau,9.9100,9.8200,9.9980,9.7200,-1.01,-0.1000,6847,69629898
5808,htab,21.5400,21.5800,21.5800,21.5301,-0.19,-0.0400,2929,69593147
5809,fdiv,49.8100,49.7050,49.8254,49.6100,-0.27,-0.1353,2430,69587099
5810,hgbl,1.9700,1.9169,1.9800,1.9100,-2.20,-0.0432,15428,69564086
5811,lrfc,25.7600,25.6000,25.7600,25.5500,0.08,0.0200,2640,69403340
5812,laaa,9.7550,9.7600,9.7600,9.7550,-0.81,-0.0800,905,69251348
5813,ishg,80.3850,80.3300,80.3850,80.3300,-0.29,-0.2300,822,69077132
5814,mbsd,0.0000,23.4100,0.0000,0.0000,0.00,0.0000,0,69059500
5815,vcf,14.3600,14.2600,14.3600,14.2600,-0.90,-0.1300,2400,68977046
5816,kins,6.5500,6.5200,6.5550,6.4800,-0.61,-0.0400,14079,68879229
5817,ppih,8.6500,8.4500,8.7400,8.4300,-2.09,-0.1800,15555,68820213
5818,ndra,1.6500,1.6400,1.6700,1.6300,-1.80,-0.0300,110008,68646057
5819,cpsh,4.9100,4.7900,4.9500,4.7600,-1.84,-0.0900,69727,68605335
5820,afi,3.2500,3.1600,3.2600,3.1300,-0.94,-0.0300,78253,68527323
5821,phun,0.9060,0.9099,0.9399,0.9000,0.83,0.0075,1826104,68448592
5822,iqdg,38.1000,37.9500,38.2691,37.9450,-0.26,-0.1000,34986,68444988
5823,nuag,24.6300,24.5900,24.6300,24.5900,-0.26,-0.0650,100538,68371388
5824,ubot,44.1600,43.6480,44.9200,43.6480,-1.07,-0.4742,5005,68296287
5825,glmd,2.7700,2.7200,2.8800,2.6452,3.03,0.0800,105188,68228246
5826,myo,11.7800,11.9000,11.9000,11.6100,1.02,0.1200,17970,68183394
5827,csu,31.8000,31.1000,31.8400,31.1000,-2.51,-0.8000,4835,68128002
5828,eccx,25.2600,25.3166,25.3600,25.2500,-0.17,-0.0434,7263,68126970
5829,aese,1.7300,1.7400,1.7500,1.6800,0.58,0.0100,156236,68106918
5830,qdyn,60.7500,60.4314,60.7500,60.4314,0.12,0.0731,651,68046058
5831,cemi,2.3800,2.3700,2.4100,2.3520,-0.42,-0.0100,589363,67836043
5832,pvl,2.0500,2.0500,2.0500,2.0400,0.49,0.0100,68165,67650000
5833,rail,4.2300,4.3000,4.4121,4.1600,1.42,0.0600,153047,67617164
5834,pscc,102.2550,101.4992,102.2550,101.4992,-0.47,-0.4814,606,67608414
5835,rcmt,6.0900,6.1100,6.2000,5.9102,-1.45,-0.0900,130033,67542567
5836,lgl,12.7900,12.8100,12.8999,12.4180,-3.03,-0.4000,8302,67536882
5837,quik,5.8000,5.7300,5.8000,5.5600,-1.04,-0.0600,50583,67516481
5838,slno,0.8500,0.8451,0.8586,0.8405,0.56,0.0047,128622,67404521
5839,palt,8.3500,8.1800,9.3650,7.9600,0.49,0.0400,5417036,67401236
5840,ogen,0.5843,0.5800,0.5966,0.5750,-0.41,-0.0024,815246,67393000
5841,ftxl,66.6245,66.5900,67.4500,66.5900,-0.69,-0.4600,36499,67318561
5842,fco,7.7000,7.7000,7.9100,7.6600,-2.65,-0.2100,94386,67315864
5843,csf,61.6400,61.0062,61.7100,61.0062,-1.06,-0.6538,1341,67106820
5844,vynt,2.3500,2.3100,2.3600,2.3000,-1.70,-0.0400,33382,66957230
5845,mays,33.7500,33.0000,33.9000,33.0000,-4.07,-1.4000,1163,66520740
5846,xtl,95.5500,94.6500,95.5500,94.6500,-0.33,-0.3088,1279,66236353
5847,arbe,8.3000,8.5150,9.1100,8.1450,5.12,0.4150,160908,66203001
5848,rgls,0.6940,0.7600,0.7704,0.6752,9.04,0.0630,1106756,66150655
5849,roof,26.2700,26.3600,26.4150,26.2700,0.51,0.1350,3023,66120264
5850,fusb,10.5000,10.6293,10.6293,10.5000,-1.58,-0.1707,488,66094326
5851,gifi,4.2500,4.2500,4.3400,4.2100,0.00,0.0000,36940,66024706
5852,azyo,6.1700,6.4500,6.6700,6.1700,0.70,0.0450,4532,65979804
5853,hall,3.5700,3.6300,3.6300,3.5600,1.40,0.0500,41107,65960846
5854,lgvn,3.4100,3.4500,3.4800,3.2901,0.88,0.0300,29270,65945473
5855,stab,2.2500,2.5700,2.6100,2.2300,15.25,0.3400,265108,65920240
5856,asrv,3.9300,3.8600,3.9300,3.8600,-0.77,-0.0300,3464,65909500
5857,nbo,13.1000,12.9703,13.1000,12.9703,-0.07,-0.0097,1909,65855660
5858,putw,33.1600,32.8862,33.1900,32.8862,-0.39,-0.1300,6142,65772400
5859,rzlt,7.2600,7.6100,7.6500,7.2600,2.56,0.1900,9761,65599508
5860,spk,0.0000,9.9400,0.0000,0.0000,0.00,0.0000,1,65567003
5861,nusc,44.0400,43.8000,44.4344,43.8000,-0.64,-0.2800,57201,65541005
5862,sskn,1.8900,1.9200,1.9500,1.8900,0.00,0.0000,24234,65313815
5863,ug,14.4489,14.2000,14.4489,14.1200,-2.00,-0.2900,3973,65239329
5864,tblt,0.4884,0.5042,0.5098,0.4852,3.49,0.0170,1752574,65193104
5865,vyne,1.2600,1.2600,1.2800,1.2400,1.61,0.0200,408649,64904924
5866,rcon,2.5000,2.4000,2.5300,2.4000,-0.83,-0.0200,565152,64793044
5867,intz,3.7200,3.6700,3.8200,3.6121,-1.34,-0.0500,42479,64681937
5868,gtim,5.2800,5.0400,5.3141,4.9000,-4.55,-0.2400,55500,64659672
5869,one,0.3800,0.4002,0.4194,0.3725,4.49,0.0172,4593503,64648150
5870,mndo,3.2500,3.2300,3.2500,3.2000,-0.31,-0.0100,19893,64554217
5871,pbs,54.7000,54.0689,54.7950,54.0689,-1.07,-0.5831,3955,64375135
5872,uym,89.4300,89.3600,92.0199,89.3600,0.68,0.6000,8382,64269767
5873,skor,53.5500,53.5400,53.5600,53.5100,-0.15,-0.0800,12971,64248000
5874,oscv,33.6300,33.1900,33.6300,33.1800,-0.65,-0.2183,13270,64183419
5875,qat,20.6400,20.6859,20.6990,20.6400,0.17,0.0359,3716,64126290
5876,vcnx,2.0100,2.0800,2.0800,1.9788,2.97,0.0600,27077,64066308
5877,ddiv,32.3890,32.0251,32.3900,32.0251,-0.24,-0.0759,55036,64057341
5878,tphs,1.9550,1.9700,1.9800,1.9500,0.77,0.0150,12279,63962748
5879,indl,62.8700,62.8100,63.1500,62.6700,-0.40,-0.2537,27285,63931849
5880,deef,31.3297,31.1324,31.3500,31.1324,0.08,0.0243,1035,63821420
5881,fkwl,5.5500,5.5000,5.7400,5.4700,0.55,0.0300,30033,63746650
5882,ashs,40.2600,40.0645,40.2600,40.0400,-0.31,-0.1265,3445,63658083
5883,lmb,6.1500,6.1800,6.2500,5.8300,-0.16,-0.0100,76820,63455257
5884,pmcb,3.1700,3.0400,3.1700,3.0100,-4.70,-0.1500,718827,62973904
5885,tops,1.5166,1.5800,1.6200,1.5000,4.64,0.0700,1125113,62934560
5886,jsmd,65.2100,64.5329,65.2100,64.5329,-0.67,-0.4371,2337,61435320
5887,idhq,30.3000,30.0945,30.3000,30.0945,-0.53,-0.1598,9363,61422272
5888,ejul,25.8600,25.8200,25.8600,25.8200,0.03,0.0082,1859,61392911
5889,mdia,7.4400,7.2800,7.7500,7.1500,-1.89,-0.1400,332143,61390165
5890,pbts,1.1400,1.0900,1.2000,1.0600,-7.63,-0.0900,12630801,61338214
5891,carv,17.1700,17.2300,18.1700,17.0600,1.59,0.2700,140157,61145307
5892,utrn,35.1500,35.0600,35.3802,35.0200,-0.45,-0.1600,2331,61099026
5893,dswl,3.8200,3.8300,3.8800,3.6400,0.52,0.0200,13181,61031965
5894,krkr,1.5800,1.5800,1.6000,1.5300,1.94,0.0300,76503,60916584
5895,vena,10.0500,10.0400,10.0600,10.0317,-0.10,-0.0100,9547,60741999
